Tokens,Tags,Polarities
"['واشكر', 'طاقم', 'النادي', 'الصحي', 'جدا', 'واشكر', 'المطعم', 'الرئيسي', 'واخص', 'الشف', 'محمد', 'الصياد', 'بوجود', 'بوفيه', 'رائع', 'ومتنوع', 'واشكر', 'طاقم', 'الاستقبال', 'جدا']","[0, 1, 2, 2, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[-1, 2, 2, 2, -1, -1, 2, 2, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1]"
"['اسره', 'مريحه', 'جدا', 'ونظيف', 'بالفعل', '.', 'لا', 'يمكن', 'ان', 'يكون', 'اكثر', 'ملائمه', 'لوسط', 'لندن', 'ولكنه', 'ليس', 'علي', 'طريق', 'مزدحم', 'جدا', 'ولذلك', 'كان', 'مستوي', 'الضوضاء', 'معقول', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['لكون', 'الغرفه', 'بجانب', 'السلالم', '،', 'ظننت', 'انها', 'قد', 'تكون', 'مزعجه', 'ولكن', 'لم', 'يكن', 'هذا', 'هو', 'الحال', 'علي', 'الاطلاق', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['كانت', 'لنا', 'تجربه', 'سيئه', 'في', 'فندق', 'الساعه', 'فيرمونت', 'في', 'مدينه', 'مكه', 'وذلك', 'لسؤء', 'تعامل', 'موظفين', 'الفندق']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 2]","[-1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, 0, 0, 0]"
"['جميع', 'مرافق', 'الغرفه', 'لاتعمل', '(', 'صندوق', 'امانات', '،', 'هاتف', '،', 'تلفاز', ')']","[0, 1, 2, 0, 0, 1, 2, 0, 1, 0, 1, 0]","[-1, 0, 0, -1, -1, 0, 0, -1, 0, -1, 0, -1]"
"['تم', 'تاخير', 'تسليم', 'الغرفه', 'حيث', 'تم', 'تسجيل', 'الدخول', 'الساعه', '10', 'مساء', 'و', 'تم', 'استلام', 'الغرفه', '4', 'فجرا', 'تم', 'حجز', 'سويت', 'ل', '4', 'اشخاص', 'وعند', 'الدخول', 'كانت', 'الخدمات', 'لشخصين', 'فقط']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[-1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1]"
"['الغرف', 'الغرفه', 'مناسبه', 'المساحه', 'و', 'لكنها', 'بسيطه', 'و', 'تفتقد', 'الي', 'الطابع', 'الافريقي', 'عدا', 'اللوحات', 'الموجوده', 'فقط', 'بالغرفه', '،', 'و', 'كذلك', 'الادوار', 'العلويه', 'فقط', 'بعد', 'الدور', 'الخامس', 'هي', 'التي', 'تتمتع', 'برؤيه', 'جيده', 'للمناطق', 'المحيطه', '،']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0]","[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, 1, -1]"
"['وكذلك', 'خدمه', 'الغرف', 'جيده', 'عدا', 'ان', 'استقبال', 'الانترنت', 'يكون', 'اسرع', 'بالغرف', 'الموجوده', 'في', 'اول', 'الممر', 'و', 'القريبه', 'من', 'المصعد']","[0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 1, 1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['يجب', 'تدريب', 'الموظفين', 'علي', 'طريقه', 'التعامل', 'مع', 'العملاء', 'لانهم', 'جدا', 'غير', 'لبقين', 'في', 'التعامل', 'في', 'مكتب', 'الاستقبال', 'وغير', 'متعاونون', 'بالمره', 'ولا', 'يظهر', 'لك', 'ا', 'ي', 'اهتمام', 'او', 'تعاون', 'او', 'ان', 'يحاول', 'مساعدتك']","[0, 0, 1, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, 0, -1, -1, 0, 0, 0, -1, -1, -1, -1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['ولكن', 'لا', 'يستطيع', 'وايضا', 'دخول', 'الفندق', 'يجب', 'ان', 'يكون', 'بعد', 'الساعه', 'السادسه', 'مساء', 'وهذا', 'شيء', 'غير', 'منطقي']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['احسنت', 'الاختيار', 'مناسب', 'جدا', 'بالنسبه', 'لي', 'من', 'جانب', 'السعر', 'مقارنه', 'بجوده', 'الاقامه', 'و', 'الافطار']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1]","[-1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, 1, -1, 1]"
"['متدهور', 'جدا', 'قد', 'تظن', 'ان', 'هذا', 'الفندق', 'ما', 'هو', 'الا', 'قصر', 'الشتاء', 'القديم', '،', 'فلا', 'يوجد', 'مكان', 'يصلح', 'للجلوس', 'به', 'سوي', 'الغرفه', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['كان', 'هذا', 'الفندق', 'يعمل', 'من', 'خلال', 'مرافق', 'فندق', 'قصر', 'الشتاء', 'الجديد', '،', 'لكن', 'هذا', 'المبني', 'تم', 'هدمه', 'مع', 'بار', 'الردهه', 'والكافيتيريا', 'والمطعم', '.', 'ولم', 'يقم', 'القائمون', 'علي', 'الفندق', 'باستبدال', 'اي', 'من', 'هذه', 'المرافق', 'في', 'المبني', 'المنفصل', '.', 'متدهور', 'جدا', 'جدا', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['افضل', 'فندق', 'بالنسبه', 'لي', 'استنادا', 'الي', 'جيبي', 'فهذا', 'هو', 'الفندق', 'الافضل', 'بالنسبه', 'الي', '.', '.', 'هنا', 'توجد', 'مرافق', 'كثيره', 'جيده', 'ولكن', 'بعضها', 'غير', 'جيد', '.', '.', 'ثم', 'بمقدوري', 'القول', 'هذا', 'فندق', 'جيد', 'لاي', 'اقامه', 'ففي', 'المره', 'الماضيه', 'اقمت', 'مع', 'زوجتي', 'عام', '2008']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['شعرت', 'و', 'كان', 'حولي', 'الملائكه', '،', 'في', 'افضل', 'مكان', 'بالجنه', '.', 'قال', 'الشاعر', 'الفرنسي', 'بادولاير', 'هنا', 'كل', 'شيء', 'بغيه', '.', '.', '.', 'والترف', 'و', 'الهدوء', 'و', 'الشهوانيه', '.', 'هذا', 'بالظبط', 'ما', 'اشعر', 'به', 'تجاه', 'هذا', 'الفندق', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['فانه', 'يستحق', 'قيمه', 'المال', 'الذي', 'دفع', 'فيه', '،', 'فانه', 'فخم', 'للغايه', '،', 'ستشعر', 'وكانك', 'كملاك', 'يعيش', 'في', 'الجنه', '.', 'اذا', 'كانت', 'مزانيتك', 'تسمح', 'به', '،', 'فان', 'هذا', 'هو', 'المكان', 'المناسب', '.']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[-1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1]"
"['وواجهنا', 'مشكله', 'مع', 'التكييف', 'وتم', 'اخبار', 'الاستقبال', 'وارسلوا', 'عامل', 'لم', 'يقم', 'بالمطلوب', 'كذلك', 'الاشياء', 'التي', 'من', 'المفترض', 'تواجدها', 'كالميني', 'بار', 'والسليبرز', 'لم', 'تكن', 'موجوده']","[0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['قضينا', 'وقتا', 'جميلا', 'الفندق', 'كبير', '،', 'وهناك', 'العديد', 'من', 'الاشياء', 'للقيام', 'بها', '،', 'حيث', 'يبعد', 'الشاطئ', 'مسافه', 'ياردات', 'عن', 'الفندق', 'الذي', 'يحتوي', 'علي', 'حديقه', 'مائيه', '.', 'يقوم', 'فريق', 'الترفيه', 'بصنع', 'الاجازه', '،', 'فهم', 'يجعلون', 'اقامتك', 'ممتعه', 'ومسليه', 'من', 'خلال', 'الترفيه', '،', 'وساذهب', 'الي', 'هناك', 'مره', 'اخري', '.', 'لدي', 'الفندق', 'دراجات', 'رباعيه', 'وهذا', 'ما', 'استمتع', 'به', 'ابني', 'كثيرا', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['فندق', 'مروع', 'النظافه', 'متدنيه', 'جدا', 'جدا', 'بالاضافه', 'الي', 'المعامله', 'السيئه', 'من', 'قبل', 'موظفي', 'الاستقبال', 'خاصه', 'للسياح', 'العرب', 'كانت', 'تجربتي', 'مروعه', 'في', 'هذا', 'الفندق', 'خاصه', 'عندما', 'اخبرت', 'شركه', 'السياحه', 'برغبتي', 'في', 'تغيير', 'الفندق', 'الي', 'فندق', 'اخر', 'افضل', 'بعدما', 'خسرت', 'قيمه', 'العشر', 'ليالي', 'التي', 'دفعتها', 'للفندق', 'لقيت', 'معامله', 'سيئه', 'من', 'قبل', 'موظفي', 'الفندق', 'ناهيك', 'عن', 'السباب', 'والشتائم', 'ورفضهم', 'نقل', 'الامتعه', 'بعدما', 'نعتونا', 'بالعرب', 'الاغبياء']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['من', 'الجميل', 'العوده', 'الي', 'المدينه', 'هذه', 'زيارتنا', 'للمدينه', 'وكنا', 'نخطط', 'لمكان', 'اقامتنا', 'خلال', 'هذه', 'الزياره', '.', 'وكان', 'علينا', 'الاقامه', 'في', 'هذا', 'الفندق', 'لانه', 'اول', 'فندق', 'بالقرب', 'من', 'المسجد', 'الحرام', 'بعد', 'الوصول', 'للمدينه', '.', 'كانت', 'الاقامه', 'بالاجمال', 'جيده', '.', 'وكان', 'الطاقم', 'ودود', 'وجيد', '.', 'وكان', 'الفطور', 'صباح', 'اليوم', 'التالي', 'متوسط', '.', 'والاقامه', 'بالاجمال', 'كانت', 'ممتعه', 'ولطيفه']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['طاقم', 'العمل', 'اللطيف', 'و', 'البوفيه', 'يعوضان', 'الغرف', 'المتهالكه']","[1, 2, 0, 0, 1, 0, 1, 0]","[2, 2, -1, -1, 2, -1, 0, -1]"
"['ذهبنا', 'هناك', 'كالزوجين', 'للغوص', 'لمده', 'اسبوع', '.', 'الموقع', 'يقع', 'بشكل', 'لطيف', 'بالقرب', 'من', 'مارينا', 'لسان', 'الغوص']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1]"
"['الخدمه', 'جيده', 'و', 'البيئه', 'المحيطه', 'انيقه', 'و', 'محافظ', 'عليها', 'جيدا']","[1, 0, 0, 1, 2, 0, 0, 0, 0, 0]","[2, -1, -1, 2, 2, -1, -1, -1, -1, -1]"
"['الغرف', 'متهالكه', 'قليلا', 'و', 'لكن', 'منظمه']","[1, 0, 0, 0, 0, 0]","[1, -1, -1, -1, -1, -1]"
"['اكثر', 'البوفيهات', 'ابهارا', 'في', 'الافطار', 'و', 'العشاء', '!', 'لم', 'ار', 'قط', 'شيئا', 'كهذا', '،', 'بالتاكيد', 'يستحق', 'المال']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['عموما', '،', 'ساوصي', 'بهذا', 'الفندق', '.']","[0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1]"
"['ابعث', 'برساله', 'شكر', 'الي', 'اداره', 'الفندق', 'و', 'كل', 'القائمين', 'عليه', 'بحفاوه', 'الاستقبال']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1]","[-1, -1, -1, -1, 2, 2, -1, -1, -1, -1, -1, 2]"
"['و', 'حسن', 'الضيافه', 'و', 'حسن', 'المعامله', 'و', 'جميع', 'الخدمات', 'المقدمه', 'من', 'الفندق']","[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]","[-1, -1, 2, -1, -1, 2, -1, -1, 2, -1, -1, -1]"
"['هذه', 'رساله', 'شكر', 'واجبه', 'مني', 'حسن', 'كمال', 'عبد', 'الواحد', 'لما', 'وجدته', 'من', 'حسن', 'الضيافه', '.', 'و', 'اخص', 'بالشكر', 'الاستاذ', 'عبد', 'الشافي', 'السيد', 'لما', 'قدمه', 'من', 'استقبال', 'و', 'تقديم', 'كل', 'ما', 'احتاجه']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['تجربه', 'سيئه', 'حجزنا', 'كثلاثه', 'بالغين', 'في', 'غرفه', 'نوم', 'واحده', '،', 'ولكننا', 'اخذنا', 'غرفه', 'لا', 'تناسب', 'حتي', 'اثنين', '،', 'الفندق', 'لم', 'يفعل', 'شيئا', 'حتي', 'موظفو', 'الاستقبال', 'لم', 'يساعدوا', '،', 'لا', 'يوجد', 'قهوه', '،', 'ولا', 'شاي', '،', 'حتي', 'مياه', 'للشرب', '،', 'ولا', 'يوجد', 'غلاي', 'ماء', '،', 'عموما', 'لن', 'اعود', 'ابدا', 'الي', 'هذا', 'الفندق', 'مره', 'اخري', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['سوف', 'نعود', 'بالتاكيد', 'احبطتنا', 'قراءه', 'التعليقات', 'في', 'تريب', 'قبل', 'ان', 'نسافر', 'بالفعل', '،', 'ولكن', 'بعد', 'ان', 'فكرنا', 'في', 'الموضوع', '،', 'فقد', 'ذهبنا', '.', 'سعدنا', 'بذلك', '،', 'لاننا', 'وجدنا', 'ان', 'المكان', 'جميل', 'للغايه', '(', 'ما', 'هو', 'سبب', 'القلق', ')', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['فندق', 'ممتاز', 'لولا', 'المصاعد', '/', '/', 'فندق', 'ممتاز', 'ورائع', 'وجهود', 'مبذوله', 'لخدمه', 'النزيل', 'لكن', 'مشكله', 'المصاعد', 'تبقي', 'بدون', 'حل', 'حيث', 'يتم', 'الانتظار', 'لربع', 'ساعه', 'او', 'اكثر', 'للذهاب', 'للحرم', 'او', 'العوده', 'منه', 'للغرفه', '.', 'اما', 'التاخير', 'في', 'استلام', 'الغرفه', 'فاعتقد', 'انه', 'من', 'السهل', 'حلها', 'لان', 'الزبائن', 'متوقع', 'وصولهم', 'فيجب', 'ان', 'تكون', 'الغرفه', 'جاهزه', 'عند', 'الساعه', '17', '.', '000', 'مساء', 'بشكل', 'يومي']","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['فندق', 'رائع', 'زبون', 'دائم', ',', 'الفندق', 'كما', 'لو', 'انت', 'في', 'بيتك', 'من', 'امن', 'و', 'امان', 'يتمتع', 'بالنظافه', 'التامه', 'و', 'الاقامه', 'الطيبه', 'وكذلك', 'الاكل', 'في', 'غايه', 'النظافه', 'وايضا', 'تنوع', 'الاطباق', 'بشكل', 'دائم', 'نحو', 'الافضل', '.', '.']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, 2, -1, -1, -1, -1, -1, -1]"
"['واتمني', 'الحفاظ', 'علي', 'اسعاره', 'الذي', 'يجذب', 'الكثير', 'من', 'السياح', 'للفندق', '.', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, 2, -1, -1, -1, -1, -1, -1, -1, -1]"
"['مكان', 'لا', 'يطاق', 'الاكل', 'بشع', 'المشروبات', 'مقرفه', '.', '.', 'المطعم', 'غير', 'نظيف', 'و', 'الخدمه', 'مستوي', 'ثلاث', 'نجوم', '.', '.', 'بالاضافه', 'ان', 'الشاليهات', 'علي', 'البحر', 'متهالكه', 'و', 'الاداره', 'مخادعه', 'حيث', 'تم', 'تسكينا', 'في', 'غرف', 'غير', 'المتفق', 'عليها', 'و', 'تغييرها', 'بعد', 'الاعتراض', 'لدي', 'الاداره']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, 0, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['اكثر', 'من', 'رائع', 'ابدعتم', 'فلقد', 'اصبح', 'الفندق', 'بيتي', 'الثاني', '.', '.', 'سعدت', 'جدا', 'لاني', 'الان', 'فردا', 'مهما', 'ومن', 'كثر', 'تعاملي', 'وترددي', 'علي', 'الفندق', 'اصبحت', 'فردا', 'من', 'طاقم', 'الاستقبال', 'وفردا', 'من', 'طاقم', 'النظافه', '.', '.', 'واحبكم', 'جدا', 'واتمني', 'لكم', 'كل', 'النجاح', 'والتقدم', 'وسابلغ', 'الجميع', 'عن', 'حسن', 'تعاملكم', 'وتدريبكم', 'الواضح', 'للموظفين', '.', '.', 'جهودكم', 'واضحه', 'لكم', 'جزيل', 'الشكر']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['فندق', 'مريع']","[1, 0]","[0, -1]"
"['اقمت', 'في', '16', 'ديسمبر', '2012', '.', 'الموظفون', 'كانوا', 'وقحين', ',', 'استغرقوا', 'الكثير', 'من', 'الوقت', 'في', 'تسجيل', 'تاريخ', 'الوصول']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['اقامت', 'اختي', 'وعائلتي', 'في', 'لاند', 'مارك', 'بلازا', 'في', 'الخامس', 'الي', 'الثامن', 'من', 'يناير', '2013', '،', 'وحصلوا', 'علي', 'اسوء', 'غرفه', '.', 'في', 'غرفه', 'بنتها', '،', 'كانت', 'هناك', 'حشرات', 'علي', 'الفراش', '،', 'ولم', 'تستطع', 'ان', 'تخلد', 'الي', 'النوم', '،', 'الخ', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['ولكن', 'تعامل', 'الموظفين', 'مع', 'العملاء', 'لابد', 'ان', 'يكون', 'فيه', 'لباقه', 'اكثر', 'واحترام', 'ولابد', 'بان', 'تكون', 'البسمه', 'دائما', 'علي', 'وجوههم', 'بدلا', 'من', 'النظرات', 'الغريبه']","[0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]"
"['وايضا', 'لابد', 'من', 'وجود', 'مواقف', 'للسيارات', 'مجانيه', 'لان', 'ذلك', 'يخالف', 'نظام', 'الهيئه', 'العلياء', 'للسياحه']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]","[-1, -1, -1, -1, 0, 0, -1, -1, -1, -1, -1, -1, -1, -1]"
